,SMILES1,SMILES2,result
22274,O=C(O)c1cc(O)cc(O)c1,c1ccc2[nH]cnc2c1,1
22275,C(C=C1SCCS1)=C1SCCS1,Fc1c(F)c(F)c(-c2c3cc(c(-c4c(F)c(F)c(F)c(F)c4F)c4ccc([nH]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4cc(c(-c5c(F)c(F)c(F)c(F)c5F)c5ccc2[nH]5)C(Sc2ccccc2)=N4)C(Sc2ccccc2)=N3)c(F)c1F,0
22276,C1=CSC(=C2SC=CS2)S1,N#Cc1nc2[nH]c(=O)[nH]c(=O)c2nc1C#N,1
22277,Nc1ccccc1C(=O)O,O=C(O)C(Cl)(Cl)Cl,1
22278,c1cc(Cn2ccnc2-c2nccn2Cc2ccncc2)ccn1,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,1
22279,N#Cc1cc([N+](=O)[O-])cc2c1-c1c(C#N)cc([N+](=O)[O-])cc1C2=O,FC(F)(F)c1ccc(-c2sc(-c3sc(-c4ccc(C(F)(F)F)cc4)c4sccc34)c3ccsc23)cc1,0
22280,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,COC(=O)c1cccnc1,1
22281,Fc1c(Cl)c(F)c(Cl)c(F)c1Cl,CCc1ccc(C#N)cc1,0
22282,c1cc(-c2nc3sc(-c4ccncc4)nc3s2)ccn1,Fc1c(F)c(F)c(I)c(F)c1F,1
22283,Fc1c(F)c(F)c(C#Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F,c1ccc(N=Nc2cccnc2)cc1,0
22284,c1cc2nc(c1)COCCOc1ccccc1Oc1ccccc1Oc1ccccc1OCCOC2,COC(=O)n1cnc(C(N)=O)c1N,0
22285,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0
22286,C[Si](C)(C)C1=C(c2c(F)c(F)c(F)c(F)c2F)C([Si](C)(C)C)=C1[Si](C)(C)C,CC1=Cc2cc(N3c4ccccc4Sc4ccccc43)cc(-c3ccccc3)c2C1,0
22287,Nc1ccc(C(=NNC(=O)c2ccncc2)c2ccccc2)cc1,O=C(O)c1ccc(O)cc1,1
22288,c1cc2cc3ccc2cc1c1ccc2cc(ccc2c1)c1ccc2cc(ccc2c1)c1ccc2cc(ccc2c1)c1ccc2cc(ccc2c1)c1ccc2cc(ccc2c1)c1ccc2cc3ccc2c1,O=C1NC(=O)c2ccccc21,0
22289,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,Cc1ccc(Cl)cc1,0
22290,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,O=C(O)CC(O)(CC(=O)O)C(=O)O,0
22291,OCCN1CCCC1,O=C(O)c1cc(O)ccc1O,1
22292,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,O=C(O)C(=O)O,1
22293,O=C(O)c1ccc(-c2c3nc(c(-c4ccc(C(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,c1cc(CCCc2ccncc2)ccn1,1
22294,OC1CCCCC1,OC1(c2ccccc2-c2ccccc2C2(O)c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,1
22295,N#Cc1ccc(-c2ccc3c(c2)Sc2cc(-c4ccc(C#N)cc4)ccc2N3c2ccc(C#N)cc2)cc1,N#CCC#N,0
22296,c1ccc(CN2C3CCC2CNC3)cc1,CC1=[S]C(=C2[S]=C(C)C(C)=[S]2)[S]=C1C,0
22297,O=[N+]([O-])N=c1[nH]nnn1CCn1nn[nH]c1=N[N+](=O)[O-],Nc1nnnn1N,1
22298,O=[N+]([O-])c1n[nH]c2c([N+](=O)[O-])n[nH]c12,c1cc(-c2ccc3c(c2)Cc2cc(-c4ccncc4)ccc2-3)ccn1,0
22299,OC(O)C(Cl)(Cl)Cl,Cc1ccc(C(O)(c2ccc(C)cc2)C2OC(C)(C)OC2C(O)(c2ccc(C)cc2)c2ccc(C)cc2)cc1,0
22300,CC(C)(C)c1cc2c(O)c(c1)Oc1nc(nc(C(C)(C)C)n1)Oc1cc(C(C)(C)C)cc(c1O)Oc1nc(nc(C(C)(C)C)n1)O2,Fc1c(F)c(F)c(Br)c(F)c1F,0
22301,COc1c(Cl)ccc(Cl)c1C(=O)O,C[N+](C)(C)CC(=O)[O-],1
22302,C1CSC2=C(S1)SC(=C1SC3=C(SCCS3)S1)S2,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
22303,N#CC(=Cc1ccc2ccc3cccc4ccc1c2c34)c1nc2ccccc2s1,Cc1cccc[n+]1O,0
22304,Fc1c(F)c(F)c(I)c(I)c1F,S=C(Nc1ccccc1)Nc1ccccc1,1
22305,O=C(O)c1ccc(C(=O)O)c2ccccc12,Nc1ncccn1,1
22306,NC(=O)c1ccncc1,O=C(O)CC(O)(CC(=O)O)C(=O)O,1
22307,O=C(O)C1CCCCC1,O=C(O)c1ccccc1SSc1ccccc1C(=O)O,1
22308,c1cc(C2C(c3ccncc3)C(c3ccncc3)C2c2ccncc2)ccn1,CC(C)CC([NH3+])C(=O)NC(C)C(=O)[O-],0
22309,COc1cc(C)c(-c2cc(-c3c(C)cc(OC)cc3C)c3ccc4c(-c5c(C)cc(OC)cc5C)cc(-c5c(C)cc(OC)cc5C)c5ccc2c3c54)c(C)c1,c1ccc(-c2ccccc2)cc1,1
22310,C1CNCCNCCNCCN1,O=C(O)c1cc(N=Nc2ccccc2)ccc1O,0
22311,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,CCCC1C=Cc2cc(C)c(C)cc2C1O,0
22312,CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCCCC3)c2)CC1,O=C(O)CCC(=O)O,1
22313,OCCCO,CN1c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc(n2)N(C)c2cccc1n2,1
22314,N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnc2)cc1,CCCCCCCCc1c2nc(c3ccc([nH]3)c(CCCCCCCC)c(CCCCCCCC)c3nc(c4ccc([nH]4)c1CCCCCCCC)C=C3)C=C2,0
22315,O=C(O)c1ccc([N+](=O)[O-])cc1,c1ccc2c(c1)ncn2CCCCn1cnc2ccccc21,1
22316,CC(N1C(=O)C2C3c4ccccc4C(c4ccccc43)C2C1=O)C(O)(c1ccccc1)c1ccccc1,CC1CCCCC1=O,1
22317,O=C(c1ccccc1-c1ccccc1C(=O)N(C1CCCCC1)C1CCCCC1)N(C1CCCCC1)C1CCCCC1,Cc1cc(C)n(Cc2ccc(Cn3nc(C)cc3C)cc2)n1,0
22318,O=C(CC(c1ccccc1)c1ccccc1)Nc1cccc(NC(=O)CC(c2ccccc2)c2ccccc2)n1,CC(C(=O)O)c1ccccc1,0
22319,c1c(C2CCCCC2)cc2c3c1Cc1cc(C4CCCCC4)cc(c1OCCOCCO3)Cc1cc(C3CCCCC3)cc3c1OCCOCCOc1c(cc(C4CCCCC4)cc1C2)C3,N#CC(C#N)=C(C#N)C#N,0
22320,c1cc(-c2ccc3c(c2)Cc2cc(-c4ccncc4)ccc2-3)ccn1,CCC(N)CO,0
22321,O=C(CCC(=O)N(Cc1ccccc1)CC1CCCCC1)N(Cc1ccccc1)CC1CCCCC1,CC(C)(C)C1P2P3P4C(C(C)(C)C)P5C(C(C)(C)C)(P14)P2C35C(C)(C)C,0
22322,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,BrC1CCCCC1,0
22323,c1ccc2c(c1)[se]c1c3ccccc3[se]c21,CCn1c(Br)nc2c(N)ncnc21,0
22324,N[C@@H](CCC(=O)O)C(=O)O,Cc1cccc(C(=O)O)c1,0
22325,C(=Cc1ccncc1)c1ccccc1,IC#Cc1ccccc1C#CI,1
22326,CC(C)(C)[PH](=O)c1ccccc1,FC1=C(F)C(F)(F)c2c(-c3c(F)c(F)c(F)c(F)c3F)c3c(c(-c4c(F)c(F)c(F)c(F)c4F)c2=C1F)C(F)(F)C(F)=C(F)C=3F,0
22327,CCCCn1cc(C2=CSC(=C3SC4=C(SCCS4)S3)S2)c(=O)[nH]c1=O,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
22328,O=P1(c2ccccc2)Oc2cc3c4cc2Cc2cc5c(cc2O1)Cc1cc2c(cc1-5)Cc1cc5c(cc1OP(=O)(c1ccccc1)O2)Cc1cc2c(cc1-5)Cc1cc-4c(cc1OP(=O)(c1ccccc1)O2)C3,Nc1nnc(-c2ccc(Br)cc2)s1,0
22329,c1cn(-c2ccc(-n3ccnc3)cc2)cn1,O=C(O)CCC(=O)O,1
22330,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,O=C(O)c1cc(O)ccc1O,1
22331,O=C(O)c1ccccc1F,N#Cc1ccncc1,1
22332,CC(NC(=O)c1ccc(Br)cc1)c1ccc2ccccc2c1,CC(NC(=O)c1ccc(F)cc1)c1ccc2ccccc2c1,1
22333,Nc1ccc(Sc2ccc(N)cc2)cc1,Oc1ccc(Cc2ccc(O)cc2)cc1,1
22334,O=C1Cc2cc3c(cc2CCCc2ccc(cc2)CCC3)CC(=O)Cc2cc3c(cc2CCCc2ccc(cc2)CCC3)C1,c1cn(CCCC[n+]2cc[nH]c2)cn1,0
22335,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,C[NH2+]CC(=O)[O-],1
22336,Cn1cccc1,[O-][n+]1ccccc1-c1ccccn1,0
22337,O=C(O)c1ccc(C(=O)O)cc1,Nc1ncccn1,1
22338,CCCCC1=Cc2ncccc2C1=NNc1ccccc1,N=c1[nH]nc(N)[nH]1,0
22339,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,c1cnc2c(c1)ccc1cccnc12,1
22340,Cn1c(=O)c2[nH]cnc2n(C)c1=O,O=C(O)c1c(O)ccc2ccccc12,1
22341,O=S1(=O)N=C(O)c2ccccc21,COc1cc2c(OC)cc1Cc1cc(OC)c(cc1OC)Cc1cc(OC)c(cc1OC)Cc1cc(OC)c(cc1OC)Cc1cc(OC)c(cc1OC)C2,0
22342,Oc1ccc(O)cc1,CN(C)C(=O)C12CCC(C(=O)N(C)C)(CC1)CC2,1
22343,CC1(C)C2CCC1(C)C(O)(C#Cc1c3ccccc3c(C#CC3(O)CC4CCC3(C)C4(C)C)c3ccccc13)C2,Nc1c(Cl)cc(S(N)(=O)=O)cc1Cl,0
22344,CC(C)(C)c1cccc(C(C)(C)C)n1,[C],1
22345,CSC1=C(SC)SC(=C2Sc3ncsc3S2)S1,O=C(O)CC(C(=O)O)C(CC(=O)O)C(=O)O,0
22346,Oc1ccc(-c2ccc(O)cc2)cc1,c1cn(-c2ccc(-n3ccnc3)cc2)cn1,1
22347,Fc1c(F)c(F)c(I)c(I)c1F,O=C(NC(Cc1ccccc1)C(=O)O)c1ccc(Cl)cc1,0
22348,O=[N+]([O-])c1ccc(O)cc1[N+](=O)[O-],C[N+]1(CC(=O)O)CCOCC1,1
22349,O=C(O)CCCCNC(=O)C(=O)NCCCCC(=O)O,CCC12SC(c3ccccc3)=CC1=C1C(=C3C=C(c4ccccc4)SC32CC)C(F)(F)C(F)(F)C1(F)F,0
22350,Nc1nc(N)nc(-c2ccccc2)n1,O=C(O)CCSc1ccccc1,1
22351,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,CC1(C)c2c(Cl)ccc3cccc-3c21,0
22352,IC12CC(I)(C1)C2,CCCOC(=O)C12CCC(C(=O)OCCC)(NC1=O)C(=O)N2,0
22353,Cc1cccc(O)c1,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,0
22354,Cc1nc2ccccc2n1CCCCn1c(C)nc2ccccc21,CC(C)(C)c1cc2ccc3cc(C(C)(C)C)cc4ccc(c1)c2c34,0
22355,Nc1c([NH3+])cccc1C(=O)[O-],CCCCCCCCCC,0
22356,CC1CCc2c(ccc(F)c2F)N1,BrCCCCCCBr,0
22357,NC(=O)c1cnccn1,Cn1c(=O)c2[nH]cnc2n(C)c1=O,1
22358,Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)C(=CNc1ccccc1)C(=O)C(O)=C3C(C)C)C(=CNc1ccccc1)C(=O)C(O)=C2C(C)C,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0
22359,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,0
22360,O=C1c2ccccc2C2(c3ccccc3)OC1(c1ccccc1)C1=C2CCC2C(CO)C2CC1,FC(F)(F)c1cc(C=Cc2ccc(C=Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)cc(C(F)(F)F)c1,0
22361,O=C(O)C=CC(=O)O,CCCC(N)C(=O)O,1
22362,C[n+]1ccn(Cc2ccccc2)c1,CN1C=CC(=C2C=CN(C)c3nsnc32)c2nsnc21,0
22363,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,CC(=O)Oc1ccccc1C(=O)O,0
22364,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NC(=O)N1c2ccccc2C=Cc2ccccc21,1
22365,O=C(O)c1cccc([N+](=O)[O-])c1,NC(=O)C1CCNCC1,1
22366,Nc1cc(N)cc(C(=O)O)c1,Cc1ccc(C(=O)O)cc1C,0
22367,c1ccc2c(c1)Oc1ccccc1O2,N#CC(C#N)=c1ccc(=C(C#N)C#N)cc1,1
22368,Fc1c(F)c(Br)c(F)c(F)c1Br,c1cc(N=Nc2ccncc2)ccn1,1
22369,Nc1ccc(S(N)(=O)=O)cc1,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,1
22370,Nc1cccc(N)n1,O=C(O)CCCCC(=O)O,1
22371,N#Cc1n[se]nc1C#N,CC(C)=CCCC(C)=Cc1nc2ccc(Br)cc2[nH]1,0
22372,c1cc2ccc3ccc4ccc5ccc1c1c2c3c4c51,CCNn1cnc2c(N)ncnc21,0
22373,Fc1c(F)c(I)c(F)c(F)c1I,C=Cc1ccncc1,1
22374,COc1cc(OC)c2c(OC)c1Cc1ccc(cc1)Cc1c(OC)cc(OC)c(c1OC)Cc1c(OC)cc(OC)c(c1OC)Cc1ccc(cc1)Cc1c(OC)cc(OC)c(c1OC)C2,C1CCOCC1,1
22375,O=C(O)C(Cc1ccc(O)cc1)NC(=O)C(c1ccccc1)(c1ccccc1)c1ccccc1,c1ccc2nccnc2c1,1
22376,NCCNC(=O)c1ccccc1O,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,1
22377,Brc1ccc(-n2c3ccccc3c3ccccc32)cc1,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C12,0
22378,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,O=C(O)C(=O)O,1
22379,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,ClC12C3=C4c5c6c7c8c9c%10c%11c%12c%13c%14c%15c%16c%17c%18c%19c%20c%21c%22c%23c%24c%20c%20c%25c%26c%27c%28c%29c%25c%25c%30c%20c%19c%16c%16c%19c%15c%12c%12c%15c%20c(c-6c%12c7%11)C3(Cl)c3c6c(c-%29c(c31)C%28(Cl)c1c3c7c%11c(c12)C4(Cl)c1c2c4c%12c(c%28c(c%29c%12c%12c(c4c8c51)C9(Cl)c1c-%12c(c(c(c1C%13%10Cl)C%14%17Cl)C%21%18Cl)C%22%29Cl)C%23(Cl)C(=C(C7%28Cl)C3%27Cl)C%26%24Cl)C%112Cl)C%25(Cl)C(=C(C6%20Cl)C%19%15Cl)C%16%30Cl,0
22380,Cn1ccnc1,Cc1ccc(S(=O)(=O)O)cc1,1
22381,NC(=O)c1ccncc1,COc1cc(C=O)ccc1O,1
22382,O=c1[nH]cc([N+](=O)[O-])c(=O)[nH]1,ClC=CCl,0
22383,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCC(C)C,0
22384,N[C@@H](Cc1cnc[nH]1)C(=O)O,c1cc2nc(c1)COCCOc1ccccc1Oc1cc3ccccc3cc1Oc1ccccc1OCCOC2,0
22385,NCCc1ccc(O)cc1,O=C(O)c1ccccc1F,1
22386,CCCCn1cc(C)c(=O)[nH]c1=O,COC(=O)c1cc(C(=O)OC)c2cc1-c1cc(c(C)cc1C)-c1cc(c(C(=O)OC)cc1C(=O)OC)-c1cc(c(C)cc1C)-c1cc(c(C(=O)OC)cc1C(=O)OC)-c1cc(c(C)cc1C)-c1cc(c(C(=O)OC)cc1C(=O)OC)-c1cc-2c(C)cc1C,0
22387,CC1(C)OC(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)C(C(O)(c2ccc(F)cc2)c2ccc(F)cc2)O1,ClC1CCCCC1Cl,1
22388,Cc1cccc(C)c1C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,1
22389,COc1ccc(C(O)=CC(=O)c2cccc([N+](=O)[O-])c2)cc1,C=CCc1ccccc1,0
22390,Cc1cncc(C)c1,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1
22391,Nc1nc(=O)[nH]cc1F,O=C(O)CCCCC(=O)O,1
22392,NC(CC(=O)O)C(=O)O,N=C(N)N,1
22393,O=C(O)c1[c]cc(F)cc1F,NC(=O)c1ccncc1,1
22394,O=C(O)C(O)C(O)C(=O)O,NC(=O)CC(N)C(=O)O,1
22395,Fc1c(F)c(I)c(F)c(F)c1I,CC(=O)c1ccc(N)cc1,1
22396,N=C(N)NC(N)=S,Brc1ccc(C(=C(c2ccc(Br)cc2)c2ccc(Br)cc2)c2ccc(Br)cc2)cc1,0
22397,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1Cl)(c1ccccc1)c1ccccc1Cl,O=C(C(=O)N1CCOCC1)c1ccccc1,1
22398,IC12CC(I)(C1)C2,C=C(CN(C)C)SC1CCCCC1,0
22399,Oc1ccc(O)cc1,[C-]#[N+]C,1
22400,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,O=C(O)c1ccccc1SSc1ccccc1C(=O)O,1
22401,[O-][n+]1ccccc1SSSc1cccc[n+]1[O-],CC(C)Br,0
22402,O=C(O)c1cc2ccccc2cc1O,[O-][n+]1ccc(-c2cc[n+]([O-])cc2)cc1,1
22403,[O-][n+]1ccc(-c2cc[n+]([O-])cc2)cc1,O=[N+]([O-])c1cccc(O)c1,1
22404,Clc1cccnc1,OC1(c2ccccc2-c2ccccc2C2(O)c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,1
22405,CCOc1ccc(C(=O)O)cc1,Cc1c(C)c2c3c4c1OP(=O)(c1ccccc1)Oc1c(C)c(C)c5c(c1C4)Cc1c(c(c(C)c(C)c1OP(=O)(c1ccccc1)O5)OP(=O)(c1ccccc1)O2)C3,0
22406,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,O=C(O)/C=C/C(=O)O,1
22407,Fc1c(F)c(F)c(C(F)(F)I)c(F)c1F,Cn1c(I)nc(I)c1[N+](=O)[O-],0
22408,COC1CCCC1,C#Cc1cc(-c2cn(-c3cc(C(C)(C)C)cc(C(C)(C)C)c3)nn2)cc(C(C)(C)C)c1,0
22409,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)P12=NP1(=N2)N(c2c(C(C)C)cccc2C(C)C)C=CN1c1c(C(C)C)cccc1C(C)C,Nc1n[nH]c(-c2ccccc2)n1,0
22410,O=C(O)c1cc([N+](=O)[O-])cc2oc3cc([N+](=O)[O-])ccc3c12,CN(C)P(=O)(N(C)C)N(C)C,1
22411,CSC,O=P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,0
22412,O=S1(=O)c2ccc3cc2-c2cc(ccc21)N1c2ccccc2Sc2ccc(cc21)COCC=CCOCc1ccc2c(c1)N3c1ccccc1S2,CN1C(=O)CN=C(c2ccccc2)c2cc(Br)ccc21,0
22413,CC(=O)NCc1ccncc1,O=C(O)/C=C/C(=O)O,1
22414,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,FC(F)(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0
22415,[Kr],Cc1cc(C)c(C#N)c(C)c1,0
22416,CC(C)(C)c1ccc(C(=C=C(c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1,CCc1ccc(Cc2cccc(C3OC(CO)C(O)C(O)C3O)c2)cc1,0
22417,CC1=CSC(=C2SC=C(C)S2)S1,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,1
22418,Cc1ccnc(N)c1,Cc1ccc(S(=O)(=O)O)cc1,1
22419,Cc1ccc(S(=O)(=O)O)cc1,Cc1cc(C)nc(Nc2ccccc2)n1,1
22420,COc1cc2c(OC)c(c1)COc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OCc1cc(OC)cc(c1OC)COc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OC2,CC1CCC2C(C)C(=O)NC3OC4(C)CCC1C32OO4,0
22421,c1ccc2c(c1)ccc1cnnn12,O=C(O)c1c(F)c(F)c(I)c(F)c1F,1
22422,C1=NC2CCCCC2N=Cc2cc3cc(c2)-c2ccc(cc2)-c2cc4cc(c2)C=NC2CCCCC2N=Cc2cc5cc(c2)-c2ccc(cc2)-c2cc(cc(c2)C=NC2CCCCC2N=C3)C=NC2CCCCC2N=Cc2cc1cc(c2)-c1ccc(cc1)-c1cc(cc(c1)C=NC1CCCCC1N=C5)C=NC1CCCCC1N=C4,CN(C)c1ncnc2nc[nH]c12,0
22423,C1CSCCS1,CCc1sc(-c2ccccc2)cc1C1=C(c2cc(-c3ccccc3)sc2CC)C(F)(F)C(F)(F)C1(F)F,0
22424,FC(F)(F)c1cc2c(C(F)(F)F)c3cc(C(F)(F)F)c(C(F)(F)F)cc3c(C(F)(F)F)c2cc1C(F)(F)F,CC1(C)CO[PH](=O)OC1,0
22425,O=C1NC2C=CC1C1C=CC2C(=O)N1,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,1
22426,NC(=O)c1ccc(Cl)cc1,O=C(O)/C=C/C(=O)O,1
22427,Fc1c(F)c(F)c(I)c(I)c1F,CC1(C)c2ccccc2C(C)(C)N1[O],1
22428,Cn1cccc1C(=O)O,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1
22429,c1cc(C(=C2C(=C(c3ccncc3)c3ccncc3)C2=C(c2ccncc2)c2ccncc2)c2ccncc2)ccn1,Oc1cccc(O)c1,1
22430,O=C([O-])c1cccc[nH+]1,Cc1c2ccccc2nc2ccc3ccccc3c12,0
22431,Nc1cc(N)cc(C(=O)O)c1,Nc1ccc(C(=O)O)cc1,0
22432,O=C1CCCN1,COc1cccc(C(N)=O)c1,1
22433,Fc1c(F)c(F)c(I)c(I)c1F,O=C(NCc1cccnc1)C(=O)NCc1cccnc1,1
22434,Cc1cc[n+](C)cc1,CC1=CC(C)=Nc2ccccc2NC(C)=CC(C)=Nc2ccccc2N1,0
22435,CCCOc1c2cc(C(C)(C)C)cc1Cc1cc(C(C)(C)C)cc(c1Op1oc3ccccc3c3ccccc3o1)Cc1cc(C(C)(C)C)cc(c1OCCC)Cc1cc(C(C)(C)C)cc(c1O)C2,Cc1ccc2c(c1)S[N]S2,0
22436,O=C([O-])CCC(=O)NN=C(Nc1cccc[nH+]1)c1ccccn1,O=C(O)CCC(=O)NN=C(Nc1ccccn1)c1ccccn1,1
22437,O=C(O)c1cccc(Cl)c1,O=C(NCc1ccncc1)C(=O)NCc1ccncc1,1
22438,Fc1c(F)c(F)c(I)c(I)c1F,c1cc(-c2cc(-c3ccncc3)c(-c3ccncc3)cc2-c2ccncc2)ccn1,1
22439,O=c1oc(=O)c2c1c1c(=O)oc(=O)c1c1c(=O)oc(=O)c21,c1ccc2c(c1)c1ccccc1c1ccccc21,1
22440,Cn1nnc2c(C(N)=O)ncn2c1=O,NC(=O)c1cnccn1,1
22441,CCCCCCCCc1ccc2c(c1)sc1c3ccc(CCCCCCCC)cc3sc21,N#CC(C#N)=c1cc(F)c(=C(C#N)C#N)cc1F,1
22442,CC(C)OC(=S)Nc1ccccc1,c1cc(-c2ccncc2)ccn1,1
22443,CC(C)(C)c1cc2c(O)c(c1)COCc1cc(C(C)(C)C)cc(c1O)COCc1cc(C(C)(C)C)cc(c1O)COC2,Cc1cc(C)[nH]n1,0
22444,c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,Cc1cncc(C)n1,0
22445,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,CC(C)(C)c1cc(COCc2cn(Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3)nn2)cc(C(C)(C)C)c1,0
22446,Nc1ccc(C(=O)O)c(O)c1,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
22447,O=C(O)c1ccccc1C(=O)O,c1cc(-c2ccncc2)ccn1,1
22448,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,1
22449,Cc1ccc(Cl)cc1,Nc1cc(N)cc(N)c1,0
22450,Cl[As](Cl)Cl,Nc1ncnc2c1ncn2CCn1cnc2c(N)ncnc21,0
22451,COC(=O)C1=C(c2ccccc2)C(O)(c2ccccc2)C(C(=O)OC)=C1O,C1CNCCN1,1
22452,CCCCOc1ccc(C(=O)O)cc1,C(=Cc1ccncc1)c1ccncc1,1
22453,C,COc1cc(C)cc(-c2nc3c(-c4ccccc4)ccc(-c4ccccc4)c3[nH]2)c1,0
22454,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,O=C1NS(=O)(=O)c2ccccc21,0
22455,O=C(C=Cc1ccc2ccc3cccc4ccc1c2c34)c1ccc2ccccc2c1,CCCCC(C)CO,0
22456,CSC(=S)NNC(=O)c1ccccc1O,OC(c1cccc2ccccc12)(c1cccc2ccccc12)C1OC2(CCCCC2)OC1C(O)(c1cccc2ccccc12)c1cccc2ccccc12,0
22457,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,O=C(O)C(=O)O,1
22458,CCN(CC)c1nc2nc(n1)NCc1cccc(c1)CNc1nc(nc(N(CC)CC)n1)NCc1cccc(c1)CNc1nc(nc(N(CC)CC)n1)NCc1cccc(c1)CN2,N#CC1=C(C#N)C(=O)C=CC1=O,0
22459,c1cc2ccc1CCc1ccc(cc1)CC2,Nc1cnc(Br)cn1,0
22460,O=C(O)c1ccc2ccccc2c1O,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1
22461,O=C(O)CCC(=O)O,O=C1CCCN1,1
22462,Oc1ccc(C2(c3ccc(O)cc3)c3ccccc3-c3ccccc32)cc1,C1CNCCN1,1
22463,O=C(O)CCSCCC(=O)O,NC(=O)c1ccc([N+](=O)[O-])cc1,1
22464,c1ccc2c(c1)c1cccc3c4ccccc4n2c13,CCOC(=O)c1[nH]c(C=O)c(C)c1C,0
